round,timestamp,hit_rate,miss_rate,latency_mean,latency_p95,latency_p99,bandwidth_total_bytes,avg_cache_utilization,redundancy_mean
1,1763691858.4789782,0.0,100.0,0.030151188373565674,0.037739098072052,0.03865362405776977,13662,0.0,2.75
1,1763691940.362706,0.0,100.0,0.009995460510253906,0.014934277534484864,0.01503481388092041,13543,0.0,2.6666666666666665
1,1763691956.247102,75.84269662921348,24.15730337078652,0.006501844759737508,0.03275995254516602,0.03535094261169433,55521,0.0,4.486486486486487
2,1763691956.677574,71.92307692307692,28.076923076923077,0.008574614158043494,0.03153939247131346,0.03527461767196655,76262,0.0,4.906976744186046
3,1763691957.130421,68.31395348837209,31.686046511627907,0.011162443216456923,0.035090529918670635,0.04393326520919799,102539,0.0,5.270833333333333
4,1763691957.564097,65.08313539192399,34.91686460807601,0.011099290961041303,0.03386688232421875,0.04346756935119629,127141,0.0,5.63265306122449
5,1763691958.095406,63.63636363636363,36.36363636363637,0.0109988631624164,0.033323478698730466,0.0434395170211792,147937,0.0,6.081632653061225
1,1763691971.335082,55.044612216884005,44.95538778311599,0.014601936058877017,0.09154105186462402,0.12703996658325198,653569,0.0,4.695121951219512
2,1763691971.8287418,52.17896571760604,47.82103428239396,0.020784562164652423,0.09716296195983887,0.1253980636596679,810598,0.0,4.071428571428571
3,1763691972.45815,51.642243557352195,48.357756442647805,0.028158729518526066,0.11390879154205322,0.1564452123641968,913904,0.0,4.086614173228346
4,1763691973.043037,50.66430469441984,49.33569530558016,0.031991321603421934,0.11400674581527712,0.15258544921874997,1045151,0.0,4.104895104895105
5,1763691973.8039522,50.62794348508635,49.37205651491366,0.042993420708684754,0.15474590063095095,0.2960078167915347,1154567,0.0,4.3841059602649
6,1763691974.307625,50.90329436769394,49.09670563230606,0.044233582942907246,0.14833662509918213,0.2904260396957402,1262060,0.0,4.430379746835443
7,1763691974.815711,51.46726862302483,48.53273137697517,0.044274492057743704,0.13821196556091309,0.28563904762268066,1375006,0.0,4.6
8,1763691975.269452,52.2740696987596,47.725930301240396,0.043985943363322635,0.13477009534835815,0.2779322981834413,1491511,0.0,4.682080924855492
1,1763691997.312177,47.078831532613044,52.921168467386956,0.005678556975768823,0.02052289247512817,0.03539471149444575,3275834,0.0,4.021978021978022
2,1763692003.2498271,45.31999451829519,54.68000548170481,0.006308471664788381,0.02491655349731445,0.042660284042358394,4703111,0.0,3.8384201077199283
3,1763692009.01925,46.385229747951456,53.61477025204854,0.006221880421649864,0.025202035903930664,0.04420347213745125,6074515,0.0,3.975397973950796
4,1763692014.673582,48.65468995777796,51.34531004222204,0.005974200380017242,0.02503302097320557,0.04392646789550769,7469824,0.0,4.3264248704663215
5,1763692020.377137,50.95822418309665,49.041775816903346,0.005898464963663928,0.025535762310028076,0.044507443904876716,8793756,0.0,4.654481132075472
6,1763692028.7027059,52.919664975816914,47.080335024183086,0.03245831261522663,0.06985893249511604,0.7917839789390565,10068801,0.0,4.97881828316611
7,1763692034.598182,55.038443912622846,44.96155608737716,0.028689567532508533,0.04887435436248774,0.7637487602233886,11365703,0.0,5.349680170575693
8,1763692041.659507,56.62092238470191,43.37907761529809,0.04213202502247453,0.3713315486907956,0.8402589702606164,12637246,0.0,5.66802860061287
9,1763692052.823095,57.9254930606282,42.0745069393718,0.18274925217768964,1.4775433063507077,2.975210995674135,13858498,0.0,5.976143141153082
10,1763692058.608565,59.83588621444201,40.16411378555799,0.1646417765961695,1.3824473857879622,2.772032406330119,15139688,0.0,6.3229571984435795
11,1763692065.836276,61.04056673127046,38.95943326872953,0.21640017616918505,1.5395047664642334,2.723204016685486,16296048,0.0,6.591469194312796
12,1763692076.0309818,62.40998413279629,37.59001586720371,0.20877432449242578,1.4887728929519652,2.6140260291099557,17592705,0.0,6.9337068160597575
1,1763692158.593805,75.56818181818183,24.431818181818183,0.008140355348587036,0.03510373830795288,0.04479879140853882,54957,0.0,4.378378378378378
2,1763692159.040098,70.19607843137254,29.80392156862745,0.012273475235583736,0.040646147727966285,0.050647673606872605,78463,0.0,4.8604651162790695
3,1763692159.4743161,68.19571865443424,31.804281345565748,0.012487018509377763,0.037831854820251455,0.04752877712249757,101240,0.0,5.104166666666667
4,1763692160.0100758,64.77832512315271,35.221674876847295,0.013521320126914038,0.037091612815856934,0.0465975761413574,123937,0.0,5.775510204081633
5,1763692160.445096,63.092783505154635,36.907216494845365,0.013229377982542687,0.036753845214843726,0.04529569625854487,147915,0.0,6.26530612244898
1,1763692189.301208,54.7361729179911,45.2638270820089,0.014690463435323998,0.08496594429016105,0.11788353919982907,658750,0.0,5.0
2,1763692190.0434718,51.5413737155219,48.45862628447809,0.030948179744268636,0.14573588371276852,0.254530611038208,781107,0.0,4.30188679245283
3,1763692190.55182,50.140845070422536,49.859154929577464,0.035821321312810336,0.13977379798889156,0.2515451383590699,947413,0.0,4.052238805970149
4,1763692191.0700889,49.87531172069826,50.12468827930174,0.038364805188262255,0.13258302211761475,0.24936400651931662,1059822,0.0,4.110344827586207
5,1763692191.578725,49.96271439224459,50.03728560775541,0.04038042003409708,0.13179924488067624,0.24009699344635016,1198762,0.0,4.282051282051282
6,1763692192.117941,50.236646382691006,49.763353617308994,0.04277031062179679,0.13135833740234376,0.23852302551269514,1297263,0.0,4.440993788819876
7,1763692192.6342962,50.83179297597042,49.16820702402958,0.044398803367191673,0.12958109378814697,0.23475786447525085,1398943,0.0,4.468208092485549
8,1763692193.4341602,51.91598069826851,48.08401930173148,0.051708724259856474,0.17128875255584589,0.28748832225799553,1517700,0.0,4.704545454545454
1,1763692247.839631,76.53631284916202,23.463687150837988,0.006148150513292025,0.03067824840545654,0.03346796035766601,53959,0.0,4.324324324324325
2,1763692248.3730361,71.76470588235294,28.235294117647058,0.00808851952646293,0.030896615982055665,0.03412580966949463,77879,0.0,4.72093023255814
3,1763692248.8025239,69.6969696969697,30.303030303030305,0.009934812603574811,0.03242553472518921,0.03750312328338623,101620,0.0,5.1875
4,1763692249.333031,65.35626535626535,34.64373464373464,0.010592870688848472,0.03123044967651367,0.03740665912628174,126245,0.0,5.673469387755102
5,1763692249.7733738,63.50515463917525,36.49484536082474,0.010651668076662674,0.030852031707763662,0.03736295700073242,148887,0.0,6.183673469387755
1,1763692274.2946508,75.28735632183908,24.71264367816092,0.0072752031786688445,0.036131858825683594,0.03907790660858155,56831,0.0,4.486486486486487
2,1763692274.827965,70.39999999999999,29.599999999999998,0.009177899360656739,0.033441674709320066,0.03882497549057007,77839,0.0,4.883720930232558
3,1763692275.261725,68.50152905198776,31.49847094801223,0.00991597890124773,0.03346731662750244,0.038892149925231934,101582,0.0,5.354166666666667
4,1763692275.795393,66.42156862745098,33.57843137254902,0.010160731334312289,0.03253629207611083,0.038670015335083005,123318,0.0,5.714285714285714
5,1763692276.231102,65.14522821576763,34.85477178423236,0.010488089684134203,0.03061596155166626,0.03860650062561035,147277,0.0,6.142857142857143
1,1763692338.655125,76.53631284916202,23.463687150837988,0.010462667688977119,0.04640848636627196,0.06243136405944824,55303,0.0,4.4324324324324325
2,1763692339.1215239,75.37878787878788,24.62121212121212,0.02081153519225843,0.09075182676315308,0.1706064724922181,76532,0.0,4.72093023255814
3,1763692339.8904371,72.32142857142857,27.67857142857143,0.044090566890580316,0.1949632167816162,0.29738445281982423,101659,0.0,5.208333333333333
4,1763692340.48455,69.76744186046511,30.23255813953488,0.04181565905726233,0.18104500770568813,0.29059016466140697,124103,0.0,5.673469387755102
5,1763692341.4606972,68.72509960159363,31.274900398406373,0.08687214214963267,0.4040014624595642,0.46877019405365,145102,0.0,6.1020408163265305
1,1763692357.357713,55.481283422459896,44.518716577540104,0.015950176964469133,0.10117548704147339,0.13087928295135498,649614,0.0,4.481481481481482
2,1763692357.870464,52.58669698692439,47.41330301307561,0.020747755521261402,0.10065817832946776,0.12981139659881594,797842,0.0,4.067961165048544
3,1763692358.461951,50.69033530571993,49.30966469428008,0.027709042297077366,0.1093950033187866,0.1350269103050232,914000,0.0,3.630434782608696
4,1763692358.953165,50.06513243595311,49.9348675640469,0.03199463629795063,0.10942993164062502,0.13434523582458496,1030115,0.0,3.785234899328859
5,1763692359.585702,49.98102466793169,50.018975332068315,0.028708829192101843,0.10674271583557127,0.13110924243927002,1141803,0.0,4.0062111801242235
6,1763692360.1050408,51.006711409395976,48.99328859060403,0.02571042096054794,0.10423541069030762,0.13011591672897344,1277283,0.0,4.208333333333333
7,1763692360.608661,51.329055912007334,48.670944087992666,0.028498098823297947,0.10482182502746575,0.13094649314880366,1381663,0.0,4.303370786516854
8,1763692361.1146612,51.755124964897504,48.244875035102496,0.030756572899072566,0.10686779022216797,0.1336185932159424,1481798,0.0,4.558011049723757
1,1763692383.0285819,49.8922624877571,50.1077375122429,0.006993237485147713,0.025269842147827157,0.04786247253417972,3373782,0.0,3.9567430025445294
2,1763692389.509668,48.17097681897361,51.8290231810264,0.007100186110916557,0.027346348762512195,0.048479409217834474,4806272,0.0,3.721476510067114
3,1763692395.552014,48.78396255215223,51.21603744784776,0.007020895850128301,0.028280401229858396,0.04910645008087155,6221255,0.0,3.977653631284916
4,1763692401.607807,50.59214795587281,49.407852044127196,0.006784385728959833,0.028277063369750974,0.049361693859100254,7481253,0.0,4.193154034229829
5,1763692410.171374,51.69251982075147,48.307480179248536,0.2524751156126783,2.0863372802734372,3.329228134155273,8852551,0.0,4.530612244897959
6,1763692420.995517,53.49222307646815,46.50777692353184,0.2986223447526592,2.079597949981688,3.317472019195556,10135279,0.0,4.903887688984881
7,1763692426.650136,55.56629202054621,44.43370797945379,0.2574008538995446,1.9845948219299276,3.3034446048736577,11393000,0.0,5.268115942028985
8,1763692433.0427651,57.22254451336517,42.777455486634835,0.22698076068490558,1.8339331626892046,3.2738991737365715,12733680,0.0,5.581764122893954
9,1763692439.190031,59.12139370609945,40.878606293900546,0.2023198587931623,1.641626834869379,3.239311141967775,13942673,0.0,5.907945736434108
10,1763692448.094666,60.488330341113105,39.511669658886895,0.21551589051525724,1.5787261128425594,3.1761308789253166,15181671,0.0,6.225285171102661
11,1763692457.796896,61.83597084509817,38.16402915490183,0.2564325450527996,1.7257502198219288,3.121161208152772,16355950,0.0,6.587958607714017
12,1763692468.4144251,62.91904287740261,37.08095712259738,0.3233233761662957,1.9579861164093018,3.2726597309112546,17638734,0.0,6.928703703703704
1,1763693449.908683,0.0,100.0,0.0011435659308182565,0.0034011244773864747,0.004916410446166992,41868,0.0,0.0
2,1763693450.242021,0.0,100.0,0.0028363851400522084,0.009681892395019528,0.019336690902709962,55807,0.0,0.0
3,1763693450.577185,0.0,100.0,0.003991729146367437,0.013816976547241198,0.019309511184692384,69820,0.0,0.0
4,1763693450.9123468,0.0,100.0,0.00451988070758421,0.012613511085510253,0.019301581382751464,83763,0.0,0.0
5,1763693451.241224,0.0,100.0,0.0049506794415048955,0.012194299697875974,0.01928081512451172,97700,0.0,0.0
1,1763693453.594518,20.71097372488408,79.28902627511592,0.0054683353654015375,0.019413638114929195,0.032654805183410636,151640,0.0,4.4324324324324325
2,1763693454.1202571,24.03314917127072,75.96685082872928,0.006630940002631087,0.027306318283081055,0.03392528533935547,174511,0.0,4.930232558139535
3,1763693454.652528,26.83229813664596,73.16770186335404,0.007627967277669018,0.02842202186584472,0.03434311866760254,201788,0.0,5.3125
4,1763693455.080749,28.2312925170068,71.7687074829932,0.008164906177391,0.028295004367828353,0.03424435138702392,228663,0.0,5.73469387755102
5,1763693455.5158248,30.2713987473904,69.72860125260961,0.008288610952134422,0.027994203567504882,0.03421196222305298,248576,0.0,6.163265306122449
1,1763693457.27969,29.264069264069263,70.73593073593074,0.00727692207732758,0.027241706848144528,0.03395654201507568,290447,79.36898395721924,6.204081632653061
2,1763693457.610674,29.19051512673753,70.80948487326248,0.007162270152169178,0.027009415626525878,0.03392587661743164,304314,79.36898395721924,6.204081632653061
3,1763693458.141641,28.47222222222222,71.52777777777779,0.007387529920648645,0.026474177837371826,0.03388271331787109,321055,79.36898395721924,6.26530612244898
4,1763693458.5940511,28.70708546384222,71.29291453615778,0.007398731609258101,0.026204919815063475,0.033568477630615205,337058,79.36898395721924,6.26530612244898
5,1763693458.927098,28.879610299234514,71.12038970076549,0.007408055814505453,0.026089668273925785,0.03325771331787114,353944,79.36898395721924,6.285714285714286
1,1763693460.685455,26.63671373555841,73.3632862644416,0.007470954367376874,0.02482252120971676,0.032906000614166264,396544,48.2602495543672,6.285714285714286
2,1763693461.1204128,25.633106856084005,74.366893143916,0.00755354959041414,0.02443578243255615,0.03283902168273925,412261,48.2602495543672,6.285714285714286
3,1763693461.655622,24.702380952380953,75.29761904761905,0.007790627791768028,0.02424509525299072,0.03276455879211426,428011,48.2602495543672,6.285714285714286
4,1763693462.093997,23.727844482561462,76.27215551743853,0.007795205451611998,0.024043941497802732,0.032651147842407226,443848,48.2602495543672,6.285714285714286
5,1763693462.4284449,22.76467361492046,77.23532638507955,0.00762701780012657,0.02395465373992919,0.03251535415649413,459436,48.2602495543672,6.285714285714286
1,1763693472.197345,27.512437810945272,72.48756218905473,0.025594346084404942,0.03436621427536011,0.6933236289024374,525575,15.833333333333334,6.346938775510204
2,1763693474.494571,28.831417624521073,71.16858237547893,0.05909683352685979,0.3179136633872975,1.317114455699923,545252,15.833333333333334,6.469387755102041
3,1763693476.899153,29.66219342896807,70.33780657103192,0.08940966655567033,0.6714701652526855,1.8509736061096265,563862,15.833333333333334,6.56
4,1763693481.517945,30.541871921182267,69.45812807881774,0.14079639135429906,1.0065628051757816,2.2571532821655267,582674,15.833333333333334,6.72
5,1763693487.8489861,31.398873971416197,68.6011260285838,0.2199069346737273,1.4963625907897906,4.005736227035525,603382,15.833333333333334,6.88
1,1763693493.484412,34.53525641025641,65.46474358974359,0.24587831034874305,1.7373369336128235,3.9727136135101384,669840,81.76559714795009,6.98
2,1763693499.855356,35.2392065344224,64.76079346557759,0.3147311914481805,2.151420474052429,4.471148014068606,693191,81.76559714795009,7.12
3,1763693508.225089,35.79545454545455,64.20454545454545,0.382640632445162,2.6065669178962705,5.2971295619011,710038,81.76559714795009,7.26
4,1763693515.456792,36.29002576370998,63.70997423629002,0.45777010663186624,3.151990556716911,5.9337856006622465,728902,81.76559714795009,7.32
5,1763693522.551892,36.728837876614065,63.271162123385935,0.5232334733009338,3.614075160026554,6.111142888069155,748071,81.76559714795009,7.46
1,1763693524.37219,39.096730704415236,60.903269295584764,0.49209572298983995,3.5247562885284425,6.091116242408756,828252,84.29233511586452,7.54
2,1763693524.805273,39.88192850114792,60.11807149885209,0.4791718957931654,3.514040517807006,6.06823085784912,875736,84.29233511586452,7.58
3,1763693525.238351,40.61302681992337,59.38697318007663,0.4668542953591085,3.4556936860084453,6.049368007183076,901693,84.29233511586452,7.68
4,1763693525.770864,41.643323996265174,58.35667600373483,0.45527830340578074,3.28442864418027,6.04001780509949,929264,84.29233511586452,7.78
5,1763693526.3022342,42.52279635258358,57.47720364741641,0.44480714268959765,3.114240992069227,6.020921940803531,950917,84.29233511586452,7.88
1,1763693643.742053,0.0,100.0,0.001003446000995058,0.002261817455291748,0.002905142307281494,41932,0.0,0.0
2,1763693644.077547,0.0,100.0,0.001603617812647964,0.004140985012054443,0.013626806735992444,55808,0.0,0.0
3,1763693644.411037,0.0,100.0,0.0025934546741087044,0.00797238349914551,0.012453169822692884,69828,0.0,0.0
4,1763693644.743563,0.0,100.0,0.0026898497912152927,0.007582378387451172,0.012138793468475328,83705,0.0,0.0
5,1763693645.077145,0.0,100.0,0.0025884061412238257,0.007211029529571533,0.01103638410568241,97664,0.0,0.0
1,1763693647.294482,21.32921174652241,78.67078825347758,0.003968071163714024,0.01689395904541013,0.037400546073913556,152525,0.0,4.594594594594595
2,1763693647.7745001,24.481327800829874,75.51867219917013,0.007108382664280808,0.04043736457824706,0.06387577056884758,179826,0.0,5.069767441860465
3,1763693648.2071722,26.40099626400996,73.59900373599004,0.008284412908969752,0.0399277925491333,0.061734361648559576,204738,0.0,5.479166666666667
4,1763693648.6443598,28.39366515837104,71.60633484162896,0.008698034070735603,0.039187180995941116,0.06147056102752684,231071,0.0,5.959183673469388
5,1763693649.0740852,30.261780104712045,69.73821989528795,0.009049384631411568,0.03772685527801513,0.0613719367980957,252287,0.0,6.387755102040816
1,1763693650.949126,29.20962199312715,70.79037800687286,0.007907396124810288,0.03501234054565421,0.06118458271026611,294315,82.5463458110517,6.448979591836735
2,1763693651.3813162,29.47368421052631,70.52631578947368,0.00797259083643616,0.03400321006774902,0.06058781623840346,312311,82.5463458110517,6.448979591836735
3,1763693651.812672,29.793735676088616,70.20626432391138,0.008024534439658098,0.03366107940673828,0.059447441101074236,326359,82.5463458110517,6.489795918367347
4,1763693652.244451,30.239303843364755,69.76069615663523,0.008098998737127733,0.03300254344940183,0.059302744865417485,340317,82.5463458110517,6.510204081632653
5,1763693652.77777,31.08201240523777,68.91798759476224,0.008277072157225554,0.03180849552154541,0.05890178680419922,359248,82.5463458110517,6.510204081632653
1,1763693654.649892,28.653113087674715,71.34688691232529,0.008267795570014847,0.029586827754974353,0.05791521549224852,402212,50.16221033868092,6.510204081632653
2,1763693655.194514,27.500000000000004,72.5,0.008231400280463987,0.028770923614501922,0.056776235103606944,417973,50.16221033868092,6.510204081632653
3,1763693655.6211,26.57631113730112,73.42368886269888,0.008337184409218532,0.02840356826782226,0.05545271873474113,433689,50.16221033868092,6.510204081632653
4,1763693655.953231,25.56689342403628,74.43310657596372,0.00818644764742343,0.028135144710540738,0.05486852407455436,449169,50.16221033868092,6.510204081632653
5,1763693656.492921,24.78021978021978,75.21978021978022,0.008268746176918784,0.02734897136688232,0.05405916452407822,464879,50.16221033868092,6.510204081632653
1,1763693664.463289,29.32067932067932,70.67932067932068,0.023455664947197273,0.04153101444244375,0.6367869019508363,532875,13.0,6.73469387755102
2,1763693666.458812,30.43897732754462,69.56102267245538,0.048553862896048385,0.23542637825012125,1.0482170867919964,553400,13.0,6.8979591836734695
3,1763693670.169138,31.552044609665426,68.44795539033457,0.09269937640229123,0.6104172468185414,1.86540323972702,573017,13.0,6.84
4,1763693675.2602382,32.281334535617674,67.71866546438233,0.14491820260143365,0.9481338381767286,2.8005662560462907,590054,13.0,7.02
5,1763693679.735202,33.31879633667684,66.68120366332315,0.20299355140483072,1.478712701797486,3.6043758773803707,607293,13.0,7.2
1,1763693683.315618,36.286749899315346,63.71325010068466,0.21018280812054932,1.5225579977035537,3.5665755462646462,675128,77.02584670231728,7.28
2,1763693686.467415,37.19298245614035,62.807017543859644,0.2467801486307185,1.732359266281126,3.5620444488525393,693991,77.02584670231728,7.3
3,1763693689.177779,38.006820765441454,61.993179234558546,0.27305510207621064,1.8115649700164795,3.545856871604915,709907,77.02584670231728,7.38
4,1763693692.750549,38.59196461481755,61.40803538518246,0.3082541958942125,2.0153851032257095,3.527485322952271,727827,77.02584670231728,7.54
5,1763693695.789259,39.19597989949749,60.80402010050251,0.3357187714922454,2.1169873476028442,3.5332038283348113,744066,77.02584670231728,7.56
1,1763693697.596071,41.371158392434985,58.62884160756501,0.3172256318510726,2.070518970489502,3.485859107971197,824209,83.30213903743315,7.62
2,1763693698.028369,42.006578947368425,57.993421052631575,0.3093248277118332,2.0269929528236363,3.4616827440261844,869111,83.30213903743315,7.68
3,1763693698.552475,42.72435897435897,57.27564102564102,0.30171764882711266,1.9776329278945912,3.4558800792694075,902080,83.30213903743315,7.72
4,1763693699.08527,43.5135979993748,56.48640200062519,0.2945105305087682,1.9571783542633046,3.435077877044677,930053,83.30213903743315,7.8
5,1763693699.519615,44.349419670128285,55.650580329871715,0.2879141164976573,1.9201497316360472,3.409535496234893,956944,83.30213903743315,7.84
1,1763694094.106675,0.0,100.0,0.003467346916736012,0.013202226161956746,0.0435512661933898,459611,0.0,0.0
2,1763694094.555547,0.0,100.0,0.00705879627947022,0.03748202323913574,0.08412885665893555,526423,0.0,0.0
3,1763694095.036172,0.0,100.0,0.006284839747472658,0.035905289649963375,0.07978765487670904,594633,0.0,0.0
4,1763694095.701993,0.0,100.0,0.012258823201692219,0.07935371398925785,0.1005652809143066,660274,0.0,0.0
5,1763694096.247396,0.0,100.0,0.012527986996325544,0.0787473917007446,0.10010212898254392,727630,0.0,0.0
6,1763694096.71698,0.0,100.0,0.011733833194649133,0.07365545034408569,0.09902524471282963,795190,0.0,0.0
7,1763694097.256585,0.0,100.0,0.01255984315884925,0.07362031936645508,0.10119996070861824,862388,0.0,0.0
8,1763694097.6931689,0.0,100.0,0.013484211844891835,0.0746607780456543,0.10144491195678706,929174,0.0,0.0
1,1763694101.978701,31.88637727545509,68.11362272454491,0.015174719018205496,0.08330633640289302,0.20537617683410556,2122155,0.0,8.13138686131387
2,1763694102.577545,33.636191557827,66.36380844217301,0.018947221283747484,0.0992693185806274,0.20736617565155055,2385129,0.0,8.279761904761905
3,1763694103.2836852,35.61986423722758,64.38013576277241,0.022737135372659315,0.12216306924819932,0.21557959318161,2703376,0.0,9.043243243243243
4,1763694103.989881,37.42808798646362,62.57191201353638,0.025874359071153877,0.13695628643035904,0.2120507550239563,3000668,0.0,9.942708333333334
5,1763694104.585203,39.11439114391143,60.88560885608856,0.028727560350873125,0.14590444564819327,0.21131157875061038,3345781,0.0,10.882051282051282
6,1763694105.18321,41.019380436441324,58.980619563558676,0.03034988345398387,0.14574236869812007,0.20960371971130365,3610772,0.0,11.646153846153846
7,1763694105.89375,42.397320128167785,57.602679871832215,0.03285806674912828,0.15172821283340454,0.2120423436164856,3874694,0.0,12.34010152284264
8,1763694106.503104,43.75261761831635,56.24738238168365,0.034000008894747136,0.1509839296340942,0.21081967830657966,4177171,0.0,13.1010101010101
1,1763694110.108758,44.84524086572027,55.15475913427973,0.030900064223806388,0.14224053621292082,0.20475241422653184,4843169,90.50462962962962,13.348484848484848
2,1763694110.7236302,44.623898802800994,55.376101197199,0.031832928282697015,0.14074503183364875,0.20421347379684435,4961356,90.50462962962962,13.429292929292929
3,1763694111.2183769,44.56867258577223,55.43132741422777,0.0326372066584776,0.13930656909942626,0.20350750923156755,5062235,90.50462962962962,13.525252525252526
4,1763694111.821132,44.626168224299064,55.373831775700936,0.03327766025380351,0.13775867223739624,0.20276149511337316,5223844,90.50462962962962,13.666666666666666
5,1763694112.423276,44.806601340897366,55.193398659102634,0.034007444794857976,0.136342191696167,0.20144582271575925,5337904,90.50462962962962,13.767676767676768
6,1763694113.0084338,45.18229166666667,54.817708333333336,0.03373048156022261,0.13444041013717656,0.20107526063919068,5454409,90.50462962962962,13.868686868686869
7,1763694113.5127192,45.42003309646647,54.57996690353354,0.034405959612158386,0.13324985504150388,0.19985317230224617,5553646,90.50462962962962,13.93939393939394
8,1763694114.119471,45.76704545454545,54.23295454545455,0.03492744765949972,0.13172082901000962,0.19905963182449335,5672652,90.50462962962962,14.04040404040404
1,1763694117.788407,41.79349705984088,58.20650294015911,0.03328772918528976,0.125684666633606,0.19680197715759323,6135776,53.777777777777786,14.04040404040404
2,1763694118.5055099,41.156433620028956,58.843566379971044,0.034738163236234555,0.13572578430175777,0.19885867118835449,6216444,53.777777777777786,14.04040404040404
3,1763694119.0443242,40.39956532642314,59.60043467357686,0.035073025932302444,0.13447864055633543,0.19846090793609583,6299110,53.777777777777786,14.04040404040404
4,1763694119.506494,39.605015160206506,60.394984839793494,0.03508975343079799,0.1338427066802978,0.1980489301681518,6382188,53.777777777777786,14.04040404040404
5,1763694120.0934348,39.04192584215203,60.95807415784796,0.03584836002928884,0.13728263378143304,0.19789702892303462,6463087,53.777777777777786,14.04040404040404
6,1763694120.594302,38.14823585129055,61.85176414870944,0.035199717250597846,0.135791778564453,0.19732214927673325,6549226,53.777777777777786,14.04040404040404
7,1763694121.0468202,37.38397277227723,62.61602722772277,0.035067592941150805,0.13447285890579222,0.19620223283767693,6633938,53.777777777777786,14.04040404040404
8,1763694121.4852931,36.80322875418825,63.19677124581175,0.03493752008961571,0.13389145135879515,0.19579153776168826,6716090,53.777777777777786,14.04040404040404
