round,timestamp,hit_rate,miss_rate,latency_mean,latency_p95,latency_p99,hop_latency_mean,bandwidth_total_bytes,avg_cache_utilization,redundancy_mean
26,1763786012.2709498,73.22680876846832,26.773191231531683,1.5813401626085266,4.798676145076746,10.336378891468042,3.284728199232526,456611489,60.244193548387095,35.32498373454782
27,1763786015.501899,73.24992437346323,26.750075626536766,1.5803995520265066,4.793639922142009,10.32637218952177,3.283882627614933,457112522,60.244193548387095,35.33897202342225
28,1763786018.744849,73.27464417827953,26.72535582172046,1.5794740922810582,4.785030186176301,10.310264086723393,3.282900729302856,457636986,60.244193548387095,35.34905660377358
29,1763786022.3865778,73.29759194179081,26.702408058209176,1.5787952664280913,4.778657674789429,10.305416834354425,3.281967715190813,458120497,60.244193548387095,35.36206896551724
30,1763786025.7754781,73.3182169925999,26.681783007400107,1.5778940026510713,4.772175002098084,10.291325058937078,3.2812118197839744,458634928,60.244193548387095,35.36975609756097
31,1763786029.513559,73.34313215922218,26.65686784077782,1.5770231488365545,4.76757078170776,10.283131818771361,3.280310683444971,459136276,60.244193548387095,35.38439024390244
32,1763786035.022927,73.36367276535452,26.636327234645474,1.5762669090741313,4.760809910297379,10.277765290737095,3.279435409351321,459583720,60.244193548387095,35.383940182054616
33,1763786038.243676,73.38790536883027,26.612094631169725,1.5752359199545778,4.753004300594322,10.260259246826202,3.278495767924807,460016120,60.244193548387095,35.375243664717345
34,1763786041.8982122,73.41358135592439,26.586418644075604,1.574547242420198,4.747610449790955,10.251421546936006,3.277410012729738,460550041,60.244193548387095,35.36363636363637
35,1763786045.439008,73.43620629381351,26.563793706186484,1.5736786550423114,4.7426376938819885,10.24438894987107,3.2765319014529375,461065607,60.244193548387095,35.35983127839066
36,1763786048.715713,73.45981141579007,26.54018858420994,1.5725943641311253,4.736974501609804,10.238663630485625,3.27561495017476,461560871,60.244193548387095,35.37540558079169
37,1763786052.529294,73.4801570862308,26.5198429137692,1.5715240658758165,4.7281606435775805,10.22574429512024,3.2747480368042825,462080091,60.244193548387095,35.37224383916991
